,Name,Review Count,Category,Sub Category,Address,City,Zip Code,Phone number,Yelp Domain
496,Milano Cafe,328 reviews,Italian,Modern European,4601 Southwest Pkwy ,Austin,78735,(512) 428-6076,https://www.yelp.com/biz/milano-cafe-austin?hrid=eiCsJc3KzOCLECakXRHILQ&osq=Restaurants
497,Big Fat Greek Gyros,176 reviews,Street Vendors,Greek,80 Rainey St ,Austin,78701,(512) 626-1277,https://www.yelp.com/biz/big-fat-greek-gyros-austin?hrid=Nh5FpORVjY6cP4uFuLEzvQ&osq=Restaurants
498,Modern Market,31 reviews,Salad,Breakfast & Brunch,3201 Bee Cave Rd ,Austin,78746,(512) 807-0290,https://www.yelp.com/biz/modern-market-austin-2?hrid=pWPtpPbUVzEyH-fLQttJUA&osq=Restaurants
499,The Dog & Duck Pub,53 reviews,British,Pubs,2400 Webberville Rd ,Austin,78702,(512) 479-0598,https://www.yelp.com/biz/the-dog-and-duck-pub-austin-3?hrid=i--1EclIbPAqW2d5NV0cpQ&osq=Restaurants
500,Magnolia Cafe South,1256 reviews,Breakfast & Brunch,American (Traditional),1920 S Congress Ave ,Austin,78704,(512) 445-0000,https://www.yelp.com/biz/magnolia-cafe-south-austin-2?hrid=ZWICv5UnKEzKiCcvsID3BQ&osq=Restaurants
501,Twelve Bones BBQ,19 reviews,Barbeque,,3632 S Congress Ave ,Austin,78704,(512) 998-2615,https://www.yelp.com/biz/twelve-bones-bbq-austin?hrid=vUcdRhZ9icIfhnA0FCed_Q&osq=Restaurants
502,ñoños tacos,61 reviews,Mexican,Breakfast & Brunch,102 W Powell Ln ,Austin,78753,(512) 609-8601,https://www.yelp.com/biz/%C3%B1o%C3%B1os-tacos-austin?hrid=NNO3B5Lg6GSl6ORj2NcdxQ&osq=Restaurants
503,D K Sushi & Seoul Asian Food Market,506 reviews,Grocery,Sushi Bars,5610 N Lamar Blvd ,Austin,78751,(512) 302-1090,https://www.yelp.com/biz/d-k-sushi-and-seoul-asian-food-market-austin?hrid=Q2nGmcS5mqvjjFkrBhCNOA&osq=Restaurants
504,Bender Bar & Grill,253 reviews,Lounges,Dive Bars,321 W Ben White Blvd ,Austin,78798,(512) 447-1800,https://www.yelp.com/biz/bender-bar-and-grill-austin?hrid=jOwvjHcECNEeQ7zE8oCJKA&osq=Restaurants
505,Draft Shack Oyster Bar,19 reviews,Seafood,Bars,11920 Domain Dr ,Austin,78758,(512) 831-3981,https://www.yelp.com/biz/draft-shack-oyster-bar-austin?hrid=aWCX8YPufgLfORgT9JL2hg&osq=Restaurants
506,Nasha,224 reviews,Indian,,1614 E 7th St ,Austin,78702,(512) 350-2919,https://www.yelp.com/biz/nasha-austin?hrid=JJVON61lB51GCZvlC-uCSg&osq=Restaurants
507,Siena Ristorante Toscana,259 reviews,Tuscan,Desserts,6203 N Capital Of Texas Hwy ,Austin,78731,(512) 349-7667,https://www.yelp.com/biz/siena-ristorante-toscana-austin-2?hrid=I44yGD_nDSEgaj2zucs-mA&osq=Restaurants
508,Julio's Café,318 reviews,Mexican,,4230 Duval St ,Austin,78751,(512) 452-1040,https://www.yelp.com/biz/julios-caf%C3%A9-austin-2?hrid=taULgNcL5B4xJnQ9kZdd2A&osq=Restaurants
509,Tacodeli,583 reviews,Mexican,,4200 N Lamar Blvd ,Austin,78756,(512) 419-1900,https://www.yelp.com/biz/tacodeli-austin-4?hrid=khE1IMGHf0VNVKNEwTo3Gw&osq=Restaurants
510,Marye's Gourmet Pizza,133 reviews,Pizza,Salad,3663 Bee Cave Rd ,Austin,78746,(512) 327-5222,https://www.yelp.com/biz/maryes-gourmet-pizza-austin-2?hrid=Os8hnq3IBcgcpoaw_XRn1g&osq=Restaurants
511,Kebabalicious,308 reviews,Turkish,Food Trucks,1720 Barton Springs Rd ,Austin,78704,(512) 468-1065,https://www.yelp.com/biz/kebabalicious-austin-4?hrid=qHldAhkIUSeT_WxY9EPWgg&osq=Restaurants
512,Local Slice Pizza,60 reviews,Pizza,Food Delivery Services,8201 Cross Park ,Austin,78754,(512) 358-1780,https://www.yelp.com/biz/local-slice-pizza-austin?hrid=S5sEmoTp__oo2rauzEEaHA&osq=Restaurants
513,Veggie Heaven,424 reviews,Vegetarian,Chinese,1611 W 5th St ,Austin,78703,(512) 457-1013,https://www.yelp.com/biz/veggie-heaven-austin-3?hrid=2GAt6xLVexwS5qcRuHdSdw&osq=Restaurants
514,Gringa's Street Tacos,62 reviews,Tacos,,10025 Burnet Rd ,Austin,78758,(512) 973-9909,https://www.yelp.com/biz/gringas-street-tacos-austin-2?hrid=etLorAVkeROhddOz3eHSAw&osq=Restaurants
515,It's Italian Cucina,27 reviews,Italian,Desserts,1500 South Lamar Blvd ,Austin,78704,(512) 482-8655,https://www.yelp.com/biz/its-italian-cucina-austin?hrid=QAoQd400Yl9AsMpTUN0Gbw&osq=Restaurants
516,Mother's Cafe & Garden,773 reviews,Vegetarian,Vegan,4215 Duval St ,Austin,78751,(512) 451-3994,https://www.yelp.com/biz/mothers-cafe-and-garden-austin?hrid=tcdLfpgbUT1UYch1Q_lozg&osq=Restaurants
517,Ng BMT,223 reviews,Sandwiches,Asian Fusion,13000 N Interstate 35 ,Austin,78753,(512) 491-8859,https://www.yelp.com/biz/ng-bmt-austin?hrid=35WJYOWn2QNsPDxdbBywpw&osq=Restaurants
518,Aster's Ethiopian Restaurant,452 reviews,Ethiopian,Vegetarian,2804 N I-35 ,Austin,78722,(512) 469-5966,https://www.yelp.com/biz/asters-ethiopian-restaurant-austin?hrid=cVFzym8KRxhuD_qJea4QBQ&osq=Restaurants
519,Threadgill's,470 reviews,Southern,Music Venues,301 W Riverside Dr ,Austin,78704,(512) 472-9304,https://www.yelp.com/biz/threadgills-austin-2?hrid=0r4gsEVIG3JL0EJHczukPQ&osq=Restaurants
520,Independence Fine Foods,297 reviews,Coffee & Tea,Sandwiches,1807 W Slaughter Ln ,Austin,78748,(512) 363-5672,https://www.yelp.com/biz/independence-fine-foods-austin?hrid=ao1SCa91d56y75lzOqnJxA&osq=Restaurants
521,Counter Culture,528 reviews,Vegan,Vegetarian,2337 E Cesar Chavez St ,Austin,78702,(512) 524-1540,https://www.yelp.com/biz/counter-culture-austin?hrid=Gk6E-YTNtoIj_7hovlLNOQ&osq=Restaurants
522,Via 313 Pizza,455 reviews,Italian,Pizza,6705 US 290 W ,Austin,78735,(512) 584-8084,https://www.yelp.com/biz/via-313-pizza-austin-5?hrid=cHWGmz-yNmGbz_gVw-HDIQ&osq=Restaurants
523,La Fruta Feliz,111 reviews,Mexican,,3124 Manor Rd ,Austin,78723,(512) 473-0037,https://www.yelp.com/biz/la-fruta-feliz-austin?hrid=GHrBArqZc7BXqa7TJmk3Xw&osq=Restaurants
524,Arirang Korean restaurant,172 reviews,Korean,,6801 Airport Blvd ,Austin,78752,(512) 454-6364,https://www.yelp.com/biz/arirang-korean-restaurant-austin-2?hrid=v3AV4U5fpsc9FDheztdB-g&osq=Restaurants
525,County Line On The Lake,599 reviews,Barbeque,,5204 Ranch Rd 2222 ,Austin,78731,(512) 346-3664,https://www.yelp.com/biz/county-line-on-the-lake-austin?hrid=8yb8040eLNL9KUDweSswUg&osq=Restaurants
526,Rollin Smoke BBQ,93 reviews,Barbeque,Food Stands,1501 E 6th St ,Austin,78702,(512) 705-5499,https://www.yelp.com/biz/rollin-smoke-bbq-austin?hrid=i0mPDDs3r1tZZbu3dkUEXA&osq=Restaurants
527,Kanji Ramen,157 reviews,Ramen,,12636 Research Blvd ,Austin,78759,(512) 250-8400,https://www.yelp.com/biz/kanji-ramen-austin?hrid=MRAHDOXw3eA3MCaR0p8k7g&osq=Restaurants
528,Ray's World Taco,141 reviews,Mexican,Food Trucks,,Austin,,(512) 284-6080,https://www.yelp.com/biz/rays-world-taco-austin?hrid=dKltSwzx10x555IROlvwhg&osq=Restaurants
529,Wu Chow,360 reviews,Dim Sum,Seafood,500 W 5th St ,Austin,78701,(512) 476-2469,https://www.yelp.com/biz/wu-chow-austin?hrid=0BOf1cSd3hm5Eov26_ZKHA&osq=Restaurants
530,Conscious Cravings,197 reviews,Gluten-Free,Vegan,1311 S 1st St ,Austin,78704,(512) 582-9182,https://www.yelp.com/biz/conscious-cravings-austin-14?hrid=5ajtXWc2yCbfHr0cCqj1Cw&osq=Restaurants
531,Four Brothers,91 reviews,Food Trucks,Venezuelan,2201 S 1st St ,Austin,78704,(512) 704-2754,https://www.yelp.com/biz/four-brothers-austin-9?hrid=XnSWll2oGZlVPZiQHjmpGw&osq=Restaurants
532,Spokesman,19 reviews,Cafes,,440 East Saint Elmo Rd ,Austin,78745,,https://www.yelp.com/biz/spokesman-austin?hrid=rVI6XX7k_aJAkCf0eJQVtA&osq=Restaurants
533,Ranch 616,367 reviews,American (Traditional),,616 Nueces St ,Austin,78701,(512) 479-7616,https://www.yelp.com/biz/ranch-616-austin?hrid=9Uz9bf1Z-g1OCi0Zi2rnlQ&osq=Restaurants
534,Bob's Steak & Chop House,238 reviews,Steakhouses,Seafood,301 Lavaca St ,Austin,78701,(512) 222-2627,https://www.yelp.com/biz/bobs-steak-and-chop-house-austin?hrid=gPxcqQvvMmtC5Mk3TehIrw&osq=Restaurants
535,Los Jaliscienses,110 reviews,Mexican,Tex-Mex,6201 E Hwy 290 ,Austin,78723,(512) 452-3332,https://www.yelp.com/biz/los-jaliscienses-austin?hrid=kKv_QSKKNbUoQ4EFXrur1Q&osq=Restaurants
536,San Francisco Bakery & Café,288 reviews,Sandwiches,Bakeries,2900 W Anderson Ln ,Austin,78757,(512) 302-3420,https://www.yelp.com/biz/san-francisco-bakery-and-caf%C3%A9-austin-2?hrid=DqO2rJkC6Sz5oxFWelhKVA&osq=Restaurants
537,Artessano,50 reviews,Colombian,Food Trucks,1211 E 6th St ,Austin,78702,(512) 387-5353,https://www.yelp.com/biz/artessano-austin?hrid=H8auX746Ze6Z9QTFC-asZw&osq=Restaurants
538,Thanh Nhi,324 reviews,Vietnamese,Sandwiches,9200 N Lamar Blvd ,Austin,78753,(512) 834-1736,https://www.yelp.com/biz/thanh-nhi-austin?hrid=wmVoH-uHu2C0SXgYh-7bFg&osq=Restaurants
539,Beirut,71 reviews,Lebanese,Food Trucks,1905 S Capitol Of Tx Hwy ,Austin,78746,(512) 758-3377,https://www.yelp.com/biz/beirut-austin?hrid=29iFYmfWycd54Bb694ltlA&osq=Restaurants
540,Rudy's “Country Store” & Bar-B-Q,875 reviews,Barbeque,Gas Stations,2451 S Capital Of Texas Hwy ,Austin,78746,(512) 329-5554,https://www.yelp.com/biz/rudys-country-store-and-bar-b-q-austin-6?hrid=VIp7aJkdz_aazqFq-qoY0g&osq=Restaurants
541,Chi'Lantro,39 reviews,Korean,Asian Fusion,1414 Shore District Dr ,Austin,78741,(512) 382-9653,https://www.yelp.com/biz/chilantro-austin-10?hrid=jaEpEI-9e01Ly_Ac5N0DSQ&osq=Restaurants
542,III Forks,326 reviews,Steakhouses,Seafood,111 Lavaca St ,Austin,78701,(512) 474-1776,https://www.yelp.com/biz/iii-forks-austin?hrid=BTfQBWWDKTyKpiOIqsNvgQ&osq=Restaurants
543,Tuk Tuk Thai Cafe,420 reviews,Thai,,5517 Manchaca Rd ,Austin,78745,(512) 326-1619,https://www.yelp.com/biz/tuk-tuk-thai-cafe-austin-3?hrid=ctVQTGXNEZFeiTrligsnnw&osq=Restaurants
544,Eden East,73 reviews,American (New),Bars,755 Springdale Rd ,Austin,78702,(512) 428-6500,https://www.yelp.com/biz/eden-east-austin?hrid=e1ltlE61RLhoPOW-MU0Uvw&osq=Restaurants
545,Billy's on Burnet,332 reviews,American (Traditional),Pubs,2105 Hancock Dr ,Austin,78756,(512) 407-9305,https://www.yelp.com/biz/billys-on-burnet-austin?hrid=jVtrS5-8-owYLZoh1QdpPQ&osq=Restaurants
546,Tacos Las Amazonas,11 reviews,Food Trucks,Mexican,4809 S Congress Ave ,Austin,78745,(512) 210-6855,https://www.yelp.com/biz/tacos-las-amazonas-austin?hrid=0l47hccpkzYDr5ZDTDexww&osq=Restaurants
547,Brown's Bar-B-Que,250 reviews,Barbeque,Food Trucks,1901 S Lamar Blvd ,Austin,78704,(512) 517-8520,https://www.yelp.com/biz/browns-bar-b-que-austin?hrid=nJWdPFkgz_QSQMOliL4PRg&osq=Restaurants
548,Biscuits and Groovy,476 reviews,Breakfast & Brunch,Food Stands,5015 Duval St ,Austin,78751,(512) 220-9720,https://www.yelp.com/biz/biscuits-and-groovy-austin?hrid=-eXeWlSMJFd5K5RIWv9Tfg&osq=Restaurants
549,"First Watch - Breakfast, Brunch & Lunch",53 reviews,Breakfast & Brunch,Cafes,2525 W Anderson Ln ,Austin,78757,(512) 452-3447,https://www.yelp.com/biz/first-watch-breakfast-brunch-and-lunch-austin?hrid=-whk9mgA_Nz8w7fjOhlvow&osq=Restaurants
550,Stinson's,142 reviews,Coffee & Tea,American (Traditional),4416 Burnet Rd ,Austin,78756,(512) 968-4970,https://www.yelp.com/biz/stinsons-austin-3?hrid=DlmjlKra125I3UlY3XdH0A&osq=Restaurants
551,Habesha Restaurant and Bar,226 reviews,Ethiopian,Vegan,6019 N Interstate 35 ,Austin,78723,(512) 358-6839,https://www.yelp.com/biz/habesha-ethiopian-restaurant-and-bar-austin-2?hrid=iyA0yUUE_x6Sq6R8F5w3zA&osq=Restaurants
552,Balkan Cafe & Grill,201 reviews,Modern European,Cafes,11800 N Lamar Blvd ,Austin,78753,(737) 703-5990,https://www.yelp.com/biz/balkan-cafe-and-grill-austin?hrid=bhKRQOPXB6xRxVfJR-qFmg&osq=Restaurants
553,Mi Puebla,9 reviews,Mexican,,6575 Decker Ln ,Austin,78724,,https://www.yelp.com/biz/mi-puebla-austin?hrid=XLbVfrxm15IwzxUukGD9qQ&osq=Restaurants
554,Taqueria Los Altos,57 reviews,Mexican,,3301 N Interstate 35 ,Austin,78722,(512) 236-1219,https://www.yelp.com/biz/taqueria-los-altos-austin?hrid=p6LS8vUNtWMuDBqAw1BMuQ&osq=Restaurants
555,Art of Tacos,155 reviews,Mexican,Food Trucks,75 Rainey St ,Austin,78701,(512) 666-8226,https://www.yelp.com/biz/art-of-tacos-austin?hrid=0qyu4Vorb2EU3_RO3o3eIg&osq=Restaurants
556,Casino El Camino,996 reviews,Dive Bars,American (Traditional),517 E 6th St ,Austin,78701,(512) 469-9330,https://www.yelp.com/biz/casino-el-camino-austin?hrid=gPxcPcNmRq30pfmuZJ-fhg&osq=Restaurants
557,Weather Up,254 reviews,Diners,Cocktail Bars,1808 E Cesar Chavez St ,Austin,78702,(512) 524-0464,https://www.yelp.com/biz/weather-up-austin?hrid=wfRQ1v5wwltYjehK7xPcQA&osq=Restaurants
558,Habanero Mexican Cafe,536 reviews,Mexican,Tex-Mex,501 W Oltorf St ,Austin,78704,(512) 416-0443,https://www.yelp.com/biz/habanero-mexican-cafe-austin?hrid=viJrBh0Wn7CA1gcYItS1kw&osq=Restaurants
559,Kuneho,73 reviews,Sushi Bars,Japanese,1600 E 6th St ,Austin,78702,(512) 436-9626,https://www.yelp.com/biz/kuneho-austin?hrid=xr71TMce9llixVxVA0AVFw&osq=Restaurants
560,Blenders and Bowls - Downtown,256 reviews,Acai Bowls,Breakfast & Brunch,206 E 4th St ,Austin,78701,(512) 502-5184,https://www.yelp.com/biz/blenders-and-bowls-downtown-austin?hrid=KR3KtIh24Kg7Y6ZkETYz_g&osq=Restaurants
561,The Soup Peddler Real Food & Juice Bar,51 reviews,Soup,Juice Bars & Smoothies,4631 Airport Blvd ,Austin,78751,(512) 444-7687,https://www.yelp.com/biz/the-soup-peddler-real-food-and-juice-bar-austin-4?hrid=dqS5VaKoxVKSIg9bazyD9g&osq=Restaurants
562,Peace Bakery and Deli,281 reviews,Mediterranean,Middle Eastern,11220 N Lamar Blvd ,Austin,78753,(512) 386-1152,https://www.yelp.com/biz/peace-bakery-and-deli-austin-3?hrid=a7S1f-2B9cUV_lo8jMNWXw&osq=Restaurants
563,Veracruz All Natural,473 reviews,Food Trucks,Mexican,1704 E Cesar Chavez St ,Austin,78702,(512) 981-1760,https://www.yelp.com/biz/veracruz-all-natural-austin-6?hrid=oP7mVMgTTa-JQow9rG7Chw&osq=Restaurants
564,Tropicana Cuban Restaurant,128 reviews,Cuban,Cafes,9616 N Lamar Blvd ,Austin,78723,(512) 669-5242,https://www.yelp.com/biz/tropicana-cuban-restaurant-austin?hrid=5hP4huReUOChUjNUdmErJA&osq=Restaurants
565,Lee's Meat Market,48 reviews,Meat Shops,Salad,1601 W 38th St ,Austin,78798,(512) 467-6700,https://www.yelp.com/biz/lees-meat-market-austin?hrid=5U34DtFLos7XpyneEocEJg&osq=Restaurants
566,Fat Sal's Deli - Austin,163 reviews,Hot Dogs,Burgers,2604 Guadalupe St ,Austin,78705,(855) 682-4373,https://www.yelp.com/biz/fat-sals-deli-austin-austin?hrid=kxv8qOUCDLTMKaRndVOEGg&osq=Restaurants
567,Rice Bowl Cafe,509 reviews,Chinese,Taiwanese,11220 N Lamar Blvd ,Austin,78753,(512) 835-8888,https://www.yelp.com/biz/rice-bowl-cafe-austin?hrid=O4loAFJDUGNXluEs8EY9yQ&osq=Restaurants
568,Chez Zee American Bistro,741 reviews,Desserts,American (New),5406 Balcones Dr ,Austin,78731,(512) 454-2666,https://www.yelp.com/biz/chez-zee-american-bistro-austin?hrid=MkndJ8Tw8pbNRF0rnkiHnw&osq=Restaurants
569,Gourmands Neighborhood Pub,444 reviews,Sandwiches,Delis,2316 Webberville Rd ,Austin,78702,(512) 610-2031,https://www.yelp.com/biz/gourmands-neighborhood-pub-austin-2?hrid=rstemtOxtXGznh-SZ-CMeg&osq=Restaurants
570,Cedar Door,366 reviews,American (Traditional),Burgers,201 Brazos St ,Austin,78701,(512) 473-3712,https://www.yelp.com/biz/cedar-door-austin?hrid=8sXxX0OIhuOZ-JVvqDLmOQ&osq=Restaurants
571,Taco hot,6 reviews,Food Trucks,Food Stands,1425 E Rundberg Ln ,Austin,78753,(512) 986-9209,https://www.yelp.com/biz/taco-hot-austin-2?hrid=BC2oeQoj3MiPxhUkQtMm2g&osq=Restaurants
572,Bistro Vonish,101 reviews,Food Trucks,Vegan,701 E 53rd St ,Austin,78751,(203) 982-7762,https://www.yelp.com/biz/bistro-vonish-austin?hrid=DeFvFCzMEq2ALRXnrx2j-Q&osq=Restaurants
573,183 Grill Austin,148 reviews,Salad,Greek,13729 N 183rd Hwy ,Austin,78750,(512) 250-3663,https://www.yelp.com/biz/183-grill-austin-austin?hrid=URnkJ7ykrPqTaM3idujPYg&osq=Restaurants
574,Regal Ravioli,160 reviews,Italian,Food Trucks,1502 S 1st St ,Austin,78704,(512) 364-9752,https://www.yelp.com/biz/regal-ravioli-austin?hrid=2sIob5rWL0Ycjs6xOOAmjA&osq=Restaurants
575,Korean Komfort Food Trailer,112 reviews,Food Trucks,Korean,2512 Rio Grande St ,Austin,78705,(512) 920-0969,https://www.yelp.com/biz/korean-komfort-food-trailer-austin?hrid=Qm8aon3XfM8IV4-F2ulNIw&osq=Restaurants
576,JINYA Ramen Bar,339 reviews,Ramen,,3210 Esperanza Crossing ,Austin,78758,(512) 829-7779,https://www.yelp.com/biz/jinya-ramen-bar-austin?hrid=gX784TYOu2xtp9wqQZa0vg&osq=Restaurants
577,Snap Kitchen,29 reviews,Gluten-Free,Health Markets,6317 Bee Cave Rd ,Austin,78746,(512) 326-8600,https://www.yelp.com/biz/snap-kitchen-austin-4?hrid=7MuhNWV4OVOHcaZzEBwk2Q&osq=Restaurants
578,Mosaic Market,25 reviews,Grocery,"Beer, Wine & Spirits",4600 Mueller Blvd ,Austin,78723,(512) 322-9252,https://www.yelp.com/biz/mosaic-market-austin-2?hrid=ZxOHDMCybmI-PZ9qpny8Aw&osq=Restaurants
579,Hat Creek Burger Company,143 reviews,Burgers,Food Trucks,5902 Bee Cave Rd ,Austin,78746,(512) 296-2151,https://www.yelp.com/biz/hat-creek-burger-company-austin-3?hrid=R-4tN0ihnZut0D8z_2uc6A&osq=Restaurants
580,School House Pub,127 reviews,Pubs,American (Traditional),2207 Manor Rd ,Austin,78722,(512) 469-7630,https://www.yelp.com/biz/school-house-pub-austin?hrid=sbeK3spxDO9rk7BgRkXSrg&osq=Restaurants
581,Marakesh Cafe & Grill,130 reviews,Mediterranean,Middle Eastern,3301 Steck Ave ,Austin,78757,(512) 476-7735,https://www.yelp.com/biz/marakesh-cafe-and-grill-austin-3?hrid=H0YLfoT3zDEGfes9FsnPyw&osq=Restaurants
582,Taqueria Gardenia,22 reviews,Mexican,Food Trucks,502 E St Johns Ave ,Austin,78752,,https://www.yelp.com/biz/taqueria-gardenia-austin?hrid=QrBHutGcDM3r3ykas7r1Vw&osq=Restaurants
583,Halal Bros,451 reviews,Middle Eastern,Halal,2712A Guadalupe St ,Austin,78705,(512) 284-8105,https://www.yelp.com/biz/halal-bros-austin-2?hrid=ykkEVjGK6Z28xEG5w45URQ&osq=Restaurants
584,FoodHeads,476 reviews,Sandwiches,Cafes,616 W 34th St ,Austin,78705,(512) 420-8400,https://www.yelp.com/biz/foodheads-austin-2?hrid=oSb1VvP_na0W1WkQAPaowA&osq=Restaurants
585,Techo Mezcaleria & Agave Bar,13 reviews,Bars,Mexican,2201 Manor Rd ,Austin,78722,(512) 480-8441,https://www.yelp.com/biz/techo-mezcaleria-and-agave-bar-austin-2?hrid=LeaervYvAob30uebLqkDAg&osq=Restaurants
586,Con Madre Kitchen,182 reviews,Mexican,Food Stands,628 E Oltorf St ,Austin,78704,(512) 547-7996,https://www.yelp.com/biz/con-madre-kitchen-austin-2?hrid=UvtEzYsXDQ_LoIApZgfAOw&osq=Restaurants
587,Dock & Roll Diner,236 reviews,Sandwiches,Food Trucks,700 W 6th St ,Austin,78701,(512) 924-1766,https://www.yelp.com/biz/dock-and-roll-diner-austin-3?hrid=IxF9IRaoN19jhIQVqRFE_Q&osq=Restaurants
588,Austin Beer Garden Brewing Company,456 reviews,Breweries,Sandwiches,1305 W Oltorf St ,Austin,78704,(512) 298-2242,https://www.yelp.com/biz/austin-beer-garden-brewing-company-austin-2?hrid=TUlD9DMqaboGHrzm0tlQmg&osq=Restaurants
589,Look Noodles & More,40 reviews,Noodles,Ramen,1914 Guadalupe St ,Austin,78705,(737) 484-1378,https://www.yelp.com/biz/look-noodles-and-more-austin?hrid=0VSP0MwxpGA46LwIGqvwGw&osq=Restaurants
590,Ski Shores Cafe,243 reviews,Burgers,American (Traditional),3103 Pearce Rd ,Austin,78730,(512) 394-7511,https://www.yelp.com/biz/ski-shores-cafe-austin?hrid=FFhctvtTV_reWgbwfQ7SQA&osq=Restaurants
591,Arpeggio Grill,599 reviews,Pizza,Greek,6619 Airport Blvd ,Austin,78752,(512) 419-0110,https://www.yelp.com/biz/arpeggio-grill-austin?hrid=aWVfxqxH8kU9AzbC8KCOUw&osq=Restaurants
592,Casa Vallarta,41 reviews,Mexican,,6002 Burleson Rd ,Austin,78744,(512) 326-1213,https://www.yelp.com/biz/casa-vallarta-austin?hrid=UbCg7mn1hcU8cXe7SUSfvA&osq=Restaurants
593,Vic & Al's,6 reviews,Food Trucks,Cajun/Creole,1308 East 4th St ,Austin,78702,(512) 522-5880,https://www.yelp.com/biz/vic-and-als-austin?hrid=Yi4DBWP8wClczl81RWdlmg&osq=Restaurants
594,Cafe Malta,378 reviews,Mediterranean,,3421 W William Cannon Dr ,Austin,78745,(512) 853-9584,https://www.yelp.com/biz/cafe-malta-austin?hrid=9Z6yrmuGOc0TuYZX88G8HQ&osq=Restaurants
595,Cherrywood Coffeehouse,592 reviews,Coffee & Tea,Breakfast & Brunch,1400 E 38th 1/2 St ,Austin,78722,(512) 538-1991,https://www.yelp.com/biz/cherrywood-coffeehouse-austin?hrid=v-Y9_ZvUxN3wuUOhnCH-dw&osq=Restaurants
596,La Sabroza,6 reviews,Street Vendors,Mexican,6301 E Riverside Dr ,Austin,78741,,https://www.yelp.com/biz/la-sabroza-austin?hrid=Na3EcnWydGB26XxUNZwiww&osq=Restaurants
597,Café Crème,294 reviews,Coffee & Tea,Breakfast & Brunch,1834 E Oltorf St ,Austin,78741,(512) 806-7342,https://www.yelp.com/biz/caf%C3%A9-cr%C3%A8me-austin?hrid=eNR7qxjfrE28BMJ_v2Ou9w&osq=Restaurants
598,BD Riley's Irish Pub Downtown,326 reviews,Irish,Sports Bars,204 E 6th St ,Austin,78701,(512) 494-1335,https://www.yelp.com/biz/bd-rileys-irish-pub-downtown-austin?hrid=r_iX-FzJ72e0TKTVi4TgNw&osq=Restaurants
599,La Bonita Mexican Restaurant,3 reviews,Mexican,Seafood,10050 US 183 ,Austin,78747,(512) 520-5343,https://www.yelp.com/biz/la-bonita-mexican-restaurant-austin?hrid=eE0sQZq5_AuZBcYkZqRqpw&osq=Restaurants
600,i Fratelli Pizza,53 reviews,Pizza,,10001 Research Blvd ,Austin,78759,(512) 795-8744,https://www.yelp.com/biz/i-fratelli-pizza-austin?hrid=7DVBsQgAbyjC-12n8L9cvQ&osq=Restaurants
601,Stephen F's Bar & Terrace,38 reviews,Bars,American (New),701 Congress Ave ,Austin,78701,(512) 457-8800,https://www.yelp.com/biz/stephen-fs-bar-and-terrace-austin?hrid=2U2_jKpbC4pfekNt79AdbA&osq=Restaurants
602,La Cocina de Consuelo,315 reviews,Mexican,Breakfast & Brunch,4516 Burnet Rd ,Austin,78756,(512) 524-4740,https://www.yelp.com/biz/la-cocina-de-consuelo-austin?hrid=SPu5TnqBvuQfo-l2kGrlAg&osq=Restaurants
603,Mama Mal's Italian Cuisine,23 reviews,Italian,Food Trucks,1320 S Lamar Blvd ,Austin,78704,(718) 208-7412,https://www.yelp.com/biz/mama-mals-italian-cuisine-austin?hrid=yt6nv9T0vj1GOLNAkj7-ew&osq=Restaurants
604,Hao-Q Asian Kitchen,170 reviews,Chinese,Vietnamese,3742 Far W Blvd ,Austin,78731,(512) 338-6003,https://www.yelp.com/biz/hao-q-asian-kitchen-austin?hrid=_h2xVmjAbkPMv2ocWaMP8g&osq=Restaurants
605,Taquería Chapala,116 reviews,Mexican,Spanish,2101 E Cesar Chavez St ,Austin,78702,(512) 320-0308,https://www.yelp.com/biz/taquer%C3%ADa-chapala-austin-4?hrid=hZlrGhkiC5gWUaK3Ni6NOA&osq=Restaurants
606,Biscuits + Groovy - South,105 reviews,Food Trucks,Breakfast & Brunch,1210 Barton Springs Rd ,Austin,78704,(512) 373-6031,https://www.yelp.com/biz/biscuits-groovy-south-austin?hrid=qxjWsJApYtVWoSfD2WcO6g&osq=Restaurants
607,El Regio,76 reviews,Mexican,,6615 Berkman Dr ,Austin,78723,(512) 933-9557,https://www.yelp.com/biz/el-regio-austin?hrid=yhuMQNE0E4QB5kpdUVUVyQ&osq=Restaurants
608,Zax Restaurant & Bar,298 reviews,American (New),Breakfast & Brunch,312 Barton Springs Rd ,Austin,78704,(512) 481-0100,https://www.yelp.com/biz/zax-restaurant-and-bar-austin?hrid=sezdiEHfaSBbRc48OCaKfw&osq=Restaurants
609,Zoe's Kitchen,147 reviews,Mediterranean,,5601 Brodie Ln ,Austin,78745,(512) 358-0888,https://www.yelp.com/biz/zoes-kitchen-austin-9?hrid=U-wFftjDy56tA29eeBqtbA&osq=Restaurants
610,Saigon Cafe,105 reviews,Vietnamese,Thai,5000 Hudson Bend Rd ,Austin,78734,(512) 547-6608,https://www.yelp.com/biz/saigon-cafe-austin?hrid=i_DfLbWFXNPuLqkBtJfFOA&osq=Restaurants
611,Cover 3,579 reviews,American (New),Sports Bars,2700 W Anderson Ln ,Austin,78757,(512) 374-1121,https://www.yelp.com/biz/cover-3-austin?hrid=_yP1SJRlI0vqnNfhiBjIZQ&osq=Restaurants
